code,field1,field2,field3,field4,field5,field6,field7
4914,23.9,42.8,3.071,5296,-63,9,2
4915,23.9,42.9,3.075,5297,-78,9,3
4916,23.9,43.0,3.075,5298,-69,9,3
4917,23.9,43.0,3.075,5299,-85,9,1
4918,23.9,43.0,3.075,5300,-84,9,3
4919,23.9,43.1,3.075,5301,-68,10,3
4920,23.9,43.1,3.075,5302,-70,9,3
4921,23.9,43.1,3.071,5303,-78,9,1
4922,23.9,43.3,3.075,5304,-80,8,2
4923,23.9,43.3,3.075,5305,-70,10,3
4924,23.9,43.3,3.071,5306,-64,9,2
4925,23.9,43.3,3.075,5307,-65,9,3
4926,23.9,43.3,3.075,5308,-80,9,1
4927,23.9,43.3,3.075,5309,-69,9,3
4928,23.9,43.3,3.075,5310,-80,9,1
4929,23.9,43.4,3.075,5311,-85,9,2
4930,23.9,43.3,3.071,5312,-70,9,2
4931,23.9,43.4,3.075,5313,-66,9,2
4932,23.9,43.4,3.075,5314,-63,10,3
4933,23.9,43.4,3.075,5315,-63,10,1
4934,23.9,43.4,3.075,5316,-63,10,2
4935,23.9,43.5,3.075,5317,-63,9,2
4936,23.9,43.3,3.075,5318,-83,8,2
4937,23.9,43.7,3.075,5319,-68,10,3
4938,23.8,43.8,3.075,5320,-76,9,3
4939,23.8,44.0,3.075,5321,-67,10,2
4940,23.7,44.1,3.075,5322,-68,10,3
4941,23.7,44.1,3.075,5323,-66,9,3
4942,23.7,44.1,3.075,5324,-82,8,3
4943,23.6,44.1,3.075,5325,-66,9,3
4944,23.6,44.0,3.071,5326,-67,10,3
4945,23.6,43.9,3.075,5327,-70,9,3
4946,23.6,43.9,3.075,5328,-67,10,3
4947,23.6,43.9,3.075,5329,-79,9,3
4948,23.7,43.8,3.075,5330,-66,10,3
4949,23.7,43.7,3.075,5331,-68,10,3
4950,23.7,43.7,3.075,5332,-66,9,3
4951,23.8,43.6,3.075,5333,-67,9,2
4952,23.8,43.6,3.075,5334,-66,9,3
4953,23.8,43.6,3.075,5335,-65,9,3
4954,23.8,43.5,3.075,5336,-67,9,3
4955,23.8,43.5,3.075,5337,-66,10,3
4956,23.8,43.5,3.075,5338,-67,9,3
4957,23.7,43.0,3.075,5339,-66,9,3
4958,23.6,42.8,3.075,5340,-66,10,3
4959,23.6,43.3,3.075,5341,-75,9,3
4960,23.5,43.3,3.075,5342,-67,9,3
4961,23.5,43.5,3.071,5343,-71,9,3
4962,23.5,43.6,3.075,5344,-84,8,1
4963,23.5,43.8,3.075,5345,-69,9,2
4964,23.5,44.0,3.075,5346,-77,9,2
4965,23.4,43.9,3.075,5347,-66,9,2
4966,23.4,43.8,3.075,5348,-67,9,3
4967,23.4,43.7,3.075,5349,-67,10,3
4968,23.4,43.7,3.075,5350,-66,10,3
4969,23.4,43.7,3.075,5351,-66,10,3
4970,23.4,43.8,3.075,5352,-78,9,2
4971,23.4,43.7,3.075,5353,-67,9,3
4972,23.4,43.7,3.075,5354,-66,9,3
4973,23.4,43.6,3.075,5355,-69,9,3
4974,23.3,43.5,3.075,5356,-69,10,2
4975,23.3,43.5,3.075,5357,-65,10,2
4976,23.3,43.5,3.075,5358,-66,9,3
4977,23.3,43.4,3.075,5359,-79,9,2
4978,23.3,43.4,3.075,5360,-68,9,3
4979,23.3,43.4,3.075,5361,-70,9,2
4980,23.3,43.4,3.075,5362,-73,9,3
4981,23.3,43.4,3.075,5363,-77,9,2
4982,23.3,43.5,3.075,5364,-77,8,2
4983,23.3,43.5,3.075,5365,-66,9,3
4984,23.3,43.4,3.075,5366,-75,9,3
4985,23.3,43.5,3.075,5367,-80,9,1
4986,23.3,43.6,3.075,5368,-70,10,3
4987,23.3,43.5,3.075,5369,-73,9,2
4988,23.3,43.5,3.075,5370,-66,9,2
4989,23.3,43.5,3.075,5371,-83,9,2
4990,23.3,43.4,3.075,5372,-67,9,2
4991,23.3,43.4,3.075,5373,-70,9,2
4992,23.3,43.4,3.075,5374,-66,9,2
4993,23.3,43.5,3.075,5375,-70,9,2
4994,23.3,43.4,3.075,5376,-66,9,3
4995,23.3,43.5,3.075,5377,-65,10,3
4996,23.3,43.5,3.075,5378,-66,9,3
4997,23.3,43.5,3.075,5379,-82,9,2
4998,23.3,43.5,3.075,5380,-69,10,2
4999,23.3,43.4,3.075,5381,-79,9,1
5000,23.3,43.2,3.075,5382,-66,10,3
5001,23.3,43.2,3.075,5383,-71,10,2
5002,23.3,43.2,3.075,5384,-75,9,1
5003,23.2,43.1,3.075,5385,-67,9,3
5004,23.3,43.3,3.075,5386,-79,9,1
5005,23.3,43.8,3.075,5387,-77,9,3
5006,23.3,43.9,3.075,5388,-70,10,2
5007,23.3,43.7,3.075,5389,-70,9,1
5008,23.4,43.7,3.075,5390,-73,9,2
5009,23.4,43.6,3.075,5391,-81,9,3
5010,23.5,43.7,3.075,5392,-68,10,3
5011,23.5,43.8,3.075,5393,-66,9,3
5012,23.5,43.9,3.075,5394,-73,8,1
5013,23.5,43.8,3.075,5395,-68,9,2
5014,23.5,43.8,3.075,5396,-67,9,2
5015,23.6,43.9,3.075,5397,-79,8,3
5016,23.6,43.9,3.075,5398,-67,10,2
5017,23.6,43.9,3.075,5399,-75,9,2
5018,23.6,44.0,3.075,5400,-76,9,3
5019,23.6,43.9,3.075,5401,-76,9,2
5020,23.6,43.9,3.075,5402,-76,9,3
5021,23.6,44.0,3.075,5403,-74,9,2
5022,23.6,43.9,3.075,5404,-66,9,3
5023,23.6,44.0,3.075,5405,-65,10,3
5024,23.6,43.9,3.075,5406,-76,9,2
5025,23.6,43.9,3.075,5407,-66,10,3
5026,23.6,43.9,3.075,5408,-77,9,3
5027,23.6,43.9,3.075,5409,-67,9,3
5028,23.6,43.9,3.075,5410,-68,10,3
5029,23.6,43.9,3.075,5411,-74,9,3
5030,23.7,43.9,3.075,5412,-65,9,3
5031,23.7,43.9,3.075,5413,-65,9,3
5032,23.7,43.9,3.071,5414,-66,9,3
5033,23.7,44.0,3.075,5415,-67,9,3
5034,23.7,44.1,3.075,5416,-67,9,3
5035,23.7,43.9,3.075,5417,-67,10,2
5036,23.8,43.9,3.075,5418,-67,9,3
5037,23.8,44.0,3.075,5419,-66,10,3
5038,23.7,43.9,3.075,5420,-67,9,3
5039,23.8,44.0,3.075,5421,-68,9,3
5040,23.8,44.0,3.075,5422,-69,9,3
5041,23.8,43.9,3.075,5423,-68,10,3
5042,23.8,44.1,3.075,5424,-72,9,3
5043,23.8,44.0,3.075,5425,-68,9,3
5044,23.8,44.0,3.075,5426,-69,9,3
5045,23.8,44.0,3.075,5427,-81,8,3
5046,23.8,44.1,3.071,5428,-75,9,3
5047,23.8,44.1,3.075,5429,-69,10,2
5048,23.8,44.1,3.075,5430,-67,9,3
5049,23.8,44.1,3.075,5431,-66,10,3
5050,23.8,44.1,3.075,5432,-76,8,3
5051,23.9,44.1,3.075,5433,-68,9,2
5052,23.8,44.2,3.075,5434,-71,9,1
5053,23.9,44.2,3.075,5435,-66,10,2
5054,23.9,44.3,3.075,5436,-67,9,3
5055,23.9,44.2,3.075,5437,-66,10,3
5056,23.9,44.3,3.075,5438,-67,9,3
5057,23.9,44.3,3.075,5439,-71,8,2
5058,23.9,44.4,3.075,5440,-66,10,2
5059,23.9,44.4,3.075,5441,-71,9,2
5060,23.9,44.4,3.075,5442,-67,9,3
5061,23.9,44.3,3.075,5443,-67,10,3
5062,23.9,44.0,3.075,5444,-68,10,2
5063,23.9,44.0,3.075,5445,-84,8,2
5064,23.8,44.1,3.075,5446,-67,9,3
5065,23.8,44.1,3.075,5447,-66,10,3
5066,23.8,44.1,3.075,5448,-67,9,3
5067,23.8,44.2,3.075,5449,-78,9,2
5068,23.8,44.2,3.075,5450,-66,10,2
5069,23.8,44.3,3.075,5451,-67,10,3
5070,23.8,44.4,3.075,5452,-82,9,3
5071,23.8,44.4,3.071,5453,-80,9,3
5072,23.8,44.5,3.075,5454,-67,10,2
5073,23.8,44.5,3.075,5455,-67,9,3
5074,23.8,44.6,3.075,5456,-69,9,2
5075,23.8,44.6,3.071,5457,-82,8,2
5076,23.8,44.7,3.075,5458,-67,10,2
5077,23.8,44.7,3.075,5459,-81,9,2
5078,23.8,45.1,3.075,5460,-68,10,3
5079,23.8,45.0,3.075,5461,-81,8,2
5080,23.7,44.7,3.075,5462,-78,9,1
5081,23.7,44.6,3.075,5463,-80,9,2
5082,23.7,44.8,3.075,5464,-67,10,2
5083,23.8,44.7,3.075,5465,-75,9,1
5084,23.8,44.7,3.075,5466,-67,9,3
5085,23.9,44.7,3.075,5467,-79,9,1
5086,23.9,44.7,3.071,5468,-84,9,3
5087,23.9,44.7,3.075,5469,-65,10,2
5088,23.9,44.8,3.075,5470,-67,9,3
5089,23.9,44.7,3.075,5471,-78,9,2
5090,23.9,44.7,3.075,5472,-80,9,1
5091,24.0,44.8,3.075,5473,-66,9,3
5092,24.0,44.7,3.075,5474,-66,9,3
5093,24.0,44.8,3.075,5475,-68,9,3
5094,24.0,44.9,3.075,5476,-66,9,3
5095,24.0,44.9,3.075,5477,-66,9,3
5096,24.0,44.9,3.075,5478,-66,10,3
5097,24.0,44.8,3.075,5479,-76,8,3
5098,24.0,44.9,3.075,5480,-67,10,3
5099,24.0,44.9,3.075,5481,-74,9,3
5100,24.0,44.9,3.075,5482,-67,10,3
5101,24.0,44.9,3.075,5483,-67,9,2
5102,24.0,44.9,3.075,5484,-81,9,2
5103,24.0,44.9,3.075,5485,-66,9,3
5104,24.0,44.8,3.075,5486,-67,9,3
5105,24.1,44.9,3.075,5487,-66,10,3
5106,24.1,44.9,3.075,5488,-67,9,3
5107,24.1,44.9,3.075,5489,-77,9,2
5108,24.1,44.9,3.075,5490,-75,9,3
5109,24.1,44.9,3.075,5491,-78,9,2
5110,24.1,44.8,3.075,5492,-83,9,3
5111,24.1,44.9,3.075,5493,-76,8,2
5112,24.1,44.6,3.075,5494,-67,10,3
5113,24.1,44.7,3.075,5495,-67,10,3
5114,24.1,44.8,3.075,5496,-69,9,1
5115,24.1,44.8,3.075,5497,-67,9,3
5116,24.1,44.9,3.075,5498,-74,9,3
5117,24.1,44.9,3.075,5499,-65,9,3
5118,24.1,44.9,3.075,5500,-68,10,3
5119,24.1,44.9,3.075,5501,-66,9,3
5120,24.1,44.9,3.075,5502,-81,10,3
5121,24.1,44.9,3.075,5503,-65,9,3
5122,24.2,44.9,3.075,5504,-81,8,3
5123,24.2,44.9,3.075,5505,-76,9,3
5124,24.2,44.9,3.075,5506,-68,10,3
5125,24.2,44.9,3.075,5507,-66,8,3
5126,24.2,45.0,3.075,5508,-76,10,3
5127,24.2,45.0,3.075,5509,-66,9,3
5128,24.2,45.0,3.075,5510,-66,9,3
5129,24.2,45.0,3.075,5511,-83,9,3
5130,24.2,44.9,3.075,5512,-65,9,3
5131,24.2,44.9,3.075,5513,-81,10,2
5132,24.2,44.9,3.075,5514,-83,10,3
5133,24.3,45.0,3.075,5515,-68,9,3
5134,24.3,45.0,3.075,5516,-66,10,3
5135,24.3,45.1,3.075,5517,-79,9,2
5136,24.3,45.0,3.075,5518,-68,9,3
5137,24.3,45.0,3.075,5519,-68,10,2
5138,24.3,45.0,3.075,5520,-74,9,3
5139,24.3,44.9,3.075,5521,-68,9,3
5140,24.3,45.0,3.075,5522,-81,11,2
5141,24.3,45.0,3.075,5523,-84,8,2
5142,24.3,45.0,3.075,5524,-68,9,3
5143,24.3,44.9,3.075,5525,-69,10,3
5144,24.3,44.9,3.075,5526,-66,9,3
5145,24.3,44.9,3.075,5527,-65,10,2
5146,24.3,44.9,3.075,5528,-75,9,2
5147,24.3,44.9,3.075,5529,-67,9,3
5148,24.3,44.9,3.075,5530,-75,9,2
5149,24.3,44.9,3.075,5531,-68,10,3
5150,24.3,44.9,3.075,5532,-82,9,2
5151,24.3,44.9,3.075,5533,-65,9,3
5152,24.3,44.9,3.075,5534,-67,9,2
5153,24.3,44.9,3.075,5535,-65,9,2
5154,24.3,44.9,3.075,5536,-66,10,3
5155,24.2,44.8,3.075,5537,-66,10,3
5156,24.3,44.8,3.075,5538,-67,9,3
5157,24.3,44.8,3.071,5539,-67,10,2
5158,24.3,44.8,3.075,5540,-67,9,3
5159,24.3,44.8,3.075,5541,-67,9,2
5160,24.3,44.9,3.075,5542,-77,9,2
5161,24.3,44.8,3.075,5543,-77,11,3
5162,24.3,44.8,3.075,5544,-82,9,2
5163,24.3,44.8,3.075,5545,-66,9,3
5164,24.3,44.8,3.075,5546,-68,9,2
5165,24.3,44.8,3.075,5547,-78,9,1
5166,24.3,44.8,3.075,5548,-83,9,1
5167,24.3,44.7,3.075,5549,-68,10,3
5168,24.3,44.7,3.075,5550,-68,10,3
5169,24.3,44.8,3.075,5551,-73,10,3
5170,24.3,44.7,3.075,5552,-68,10,3
5171,24.3,44.7,3.075,5553,-68,9,3
5172,24.3,44.7,3.075,5554,-84,9,3
5173,24.3,44.7,3.075,5555,-66,10,3
5174,24.3,44.7,3.075,5556,-66,9,3
5175,24.2,44.7,3.075,5557,-66,9,2
5176,24.3,44.7,3.075,5558,-67,9,3
5177,24.2,44.6,3.075,5559,-67,9,3
5178,24.2,44.6,3.075,5560,-69,9,3
5179,24.2,44.6,3.075,5561,-65,10,3
5180,24.2,44.6,3.075,5562,-68,10,3
5181,24.2,44.6,3.071,5563,-69,9,2
5182,24.3,44.6,3.075,5564,-70,9,2
5183,24.2,44.6,3.075,5565,-83,9,2
5184,24.2,44.6,3.075,5566,-65,9,3
5185,24.2,44.6,3.075,5567,-77,10,2
5186,24.2,44.6,3.071,5568,-67,10,3
5187,24.2,44.5,3.075,5569,-65,9,3
5188,24.2,44.5,3.075,5570,-74,9,2
5189,24.2,44.5,3.071,5571,-76,9,3
5190,24.2,44.5,3.075,5572,-65,9,2
5191,24.2,44.6,3.075,5573,-65,10,3
5192,24.2,44.6,3.075,5574,-75,9,3
5193,24.3,44.6,3.075,5575,-78,9,3
5194,24.2,44.6,3.075,5576,-77,8,2
5195,24.2,44.6,3.075,5577,-66,9,3
5196,24.2,44.6,3.075,5578,-66,10,3
5197,24.2,44.7,3.075,5579,-79,9,2
5198,24.2,44.7,3.075,5581,-69,9,2
5199,24.3,44.7,3.075,5582,-66,7,3
5200,24.2,44.8,3.075,5583,-69,9,3
5201,24.3,44.8,3.075,5584,-66,9,3
5202,24.2,44.7,3.075,5585,-66,10,3
5203,24.3,44.8,3.075,5586,-68,10,3
5204,24.2,44.9,3.075,5587,-79,9,3
5205,24.2,44.7,3.075,5588,-67,10,3
5206,24.1,44.9,3.075,5589,-68,10,3
5207,24.1,45.0,3.075,5590,-68,11,2
5208,24.1,45.2,3.075,5591,-72,9,3
5209,24.0,45.3,3.075,5592,-68,10,3
5210,24.0,45.3,3.075,5593,-67,10,2
5211,24.0,45.4,3.075,5594,-68,10,3
5212,23.9,45.6,3.075,5595,-69,9,2
5213,23.9,45.6,3.075,5596,-84,10,2
5214,23.9,45.7,3.075,5597,-83,9,3
5215,23.8,45.7,3.075,5598,-67,9,2
5216,23.8,45.8,3.075,5599,-67,10,3
5217,23.8,45.8,3.075,5600,-80,11,2
5218,23.8,45.9,3.075,5601,-77,9,3
5219,23.8,45.9,3.075,5602,-70,9,2
5220,23.7,45.9,3.075,5603,-82,9,2
5221,23.7,45.9,3.075,5604,-81,9,2
5222,23.7,45.9,3.075,5605,-81,9,2
5223,23.7,46.0,3.075,5606,-78,9,2
5224,23.7,46.0,3.075,5607,-69,9,2
5225,23.6,46.0,3.075,5608,-67,10,2
5226,23.6,46.0,3.075,5609,-84,9,1
5227,23.6,46.0,3.075,5610,-68,10,3
5228,23.6,45.9,3.075,5611,-76,9,2
5229,23.6,46.1,3.075,5612,-84,9,2
5230,23.5,46.2,3.075,5613,-80,9,2
5231,23.5,46.2,3.075,5614,-80,8,2
5232,23.5,46.2,3.075,5615,-70,10,2
5233,23.4,46.2,3.075,5616,-64,9,2
5234,23.4,46.1,3.075,5617,-74,9,2
5235,23.4,46.1,3.075,5618,-77,9,1
5236,23.3,46.2,3.075,5619,-75,9,3
5237,23.3,46.2,3.075,5620,-64,10,3
5238,23.3,46.1,3.075,5621,-76,9,1
5239,23.3,46.1,3.075,5622,-82,9,2
5240,23.3,46.0,3.075,5623,-76,9,1
5241,23.3,46.0,3.075,5624,-69,9,2
5242,23.2,46.0,3.075,5625,-64,9,3
5243,23.2,45.9,3.075,5627,-65,9,3
5244,23.2,45.9,3.075,5628,-77,9,3
5245,23.2,45.8,3.075,5629,-83,8,3
5246,23.2,45.8,3.075,5630,-71,9,2
5247,23.2,45.8,3.075,5631,-65,9,2
5248,23.2,45.8,3.075,5632,-72,10,3
5249,23.2,45.7,3.075,5633,-84,9,2
5250,23.1,45.7,3.075,5634,-67,9,3
5251,23.1,45.7,3.075,5635,-68,10,2
5252,23.3,45.7,3.075,5636,-78,9,2
5253,23.4,45.6,3.075,5637,-66,9,2
5254,23.4,45.7,3.075,5638,-65,9,2
5255,23.5,45.7,3.075,5639,-66,9,2
5256,23.5,45.8,3.075,5640,-70,9,2
5257,23.6,45.7,3.075,5641,-82,9,2
5258,23.6,45.7,3.075,5642,-70,9,2
5259,23.6,45.7,3.075,5643,-73,9,2
5260,23.6,45.6,3.075,5644,-65,9,2
5261,23.6,45.6,3.075,5645,-80,8,3
5262,23.6,45.6,3.075,5646,-81,9,2
5263,23.6,45.5,3.075,5647,-70,10,2
5264,23.6,45.4,3.075,5648,-81,9,2
5265,23.7,45.4,3.075,5649,-75,9,3
5266,23.7,45.4,3.075,5650,-77,9,2
5267,23.7,45.5,3.075,5651,-64,9,2
5268,23.7,45.4,3.075,5652,-70,9,2
5269,23.7,45.4,3.075,5653,-74,9,2
5270,23.7,45.4,3.075,5654,-78,9,1
5271,23.8,45.2,3.075,5655,-72,9,2
5272,23.7,45.3,3.075,5656,-63,10,2
5273,23.8,45.3,3.075,5657,-74,8,2
5274,23.8,45.3,3.075,5658,-76,9,1
5275,23.8,45.3,3.075,5659,-75,8,1
5276,23.8,45.3,3.075,5660,-72,9,2
5277,23.8,45.2,3.075,5661,-63,10,3
5278,23.8,45.1,3.075,5662,-69,10,3
5279,23.8,45.2,3.071,5663,-64,10,3
5280,23.8,45.2,3.075,5664,-76,9,2
5281,23.8,45.0,3.075,5665,-62,9,2
5282,23.8,45.3,3.075,5666,-69,10,3
5283,23.8,45.3,3.075,5667,-62,9,3
5284,23.8,45.2,3.075,5668,-69,9,3
5285,23.8,45.1,3.075,5669,-73,9,2
5286,23.9,45.2,3.075,5670,-65,9,3
5287,23.8,45.1,3.075,5671,-65,9,1
5288,23.9,45.2,3.075,5672,-65,9,3
5289,23.8,45.1,3.071,5673,-72,10,2
5290,23.9,45.1,3.075,5674,-76,9,2
5291,23.9,45.1,3.075,5675,-70,9,3
5292,23.9,45.0,3.075,5676,-65,9,3
5293,23.9,45.0,3.075,5677,-71,9,3
5294,23.9,44.9,3.075,5678,-76,9,2
5295,23.9,45.2,3.075,5680,-70,9,2
5296,23.8,44.8,3.075,5681,-76,9,2
5297,23.9,45.0,3.075,5682,-71,9,2
5298,23.9,45.1,3.075,5683,-78,9,3
5299,23.9,45.0,3.075,5684,-65,9,3
5300,23.9,44.8,3.075,5685,-79,9,2
5301,23.9,45.0,3.075,5686,-65,9,2
5302,23.9,44.9,3.075,5687,-84,9,2
5303,23.9,45.0,3.075,5688,-82,8,2
5304,23.9,44.9,3.075,5689,-65,9,2
5305,23.9,44.9,3.075,5690,-70,9,2
5306,23.9,44.8,3.075,5692,-68,10,3
5307,23.9,44.7,3.075,5693,-76,9,2
5308,23.9,44.5,3.075,5694,-66,9,2
5309,23.9,44.5,3.075,5695,-68,9,3
5310,23.9,44.8,3.075,5696,-78,9,2
5311,23.9,44.4,3.075,5697,-81,8,2
5312,23.9,44.4,3.075,5698,-77,9,2
5313,23.9,44.2,3.075,5699,-66,9,2
5314,23.9,44.4,3.075,5700,-84,8,2
5315,23.9,44.3,3.075,5701,-77,9,1
5316,23.9,44.3,3.075,5702,-69,10,2
5317,23.9,44.6,3.075,5703,-79,9,2
5318,23.9,44.5,3.075,5704,-81,9,1
5319,23.9,44.5,3.075,5705,-65,9,3
5320,23.9,44.7,3.075,5706,-78,9,3
5321,23.9,44.8,3.075,5707,-64,9,3
5322,23.9,44.7,3.075,5708,-76,9,2
5323,23.9,44.7,3.075,5709,-74,9,2
5324,23.9,44.7,3.075,5710,-65,9,3
5325,23.9,44.7,3.075,5711,-71,9,3
5326,23.9,44.5,3.075,5712,-68,9,2
5327,24.0,44.4,3.075,5713,-68,10,2
5328,23.9,44.1,3.075,5714,-63,10,2
5329,23.9,44.2,3.071,5715,-75,9,3
5330,23.9,44.2,3.071,5716,-64,9,2
5331,23.9,44.1,3.075,5717,-83,8,3
5332,23.9,44.1,3.075,5718,-63,10,3
5333,23.9,44.2,3.075,5719,-76,9,3
5334,23.9,44.1,3.075,5720,-68,9,2
5335,23.9,44.1,3.075,5721,-73,9,2
5336,23.9,43.9,3.075,5722,-64,9,2
5337,23.9,43.7,3.075,5723,-80,9,3
5338,23.9,43.8,3.071,5724,-64,10,3
5339,23.9,43.9,3.075,5725,-68,9,2
5340,23.9,44.0,3.075,5726,-80,8,2
5341,23.9,44.0,3.075,5727,-64,9,2
5342,23.9,43.8,3.075,5728,-74,9,2
5343,23.9,43.8,3.075,5729,-64,10,2
5344,23.9,43.8,3.075,5730,-82,9,3
5345,23.9,44.0,3.075,5731,-78,9,3
5346,23.9,44.1,3.075,5732,-65,9,2
5347,23.9,43.8,3.075,5733,-74,9,2
5348,23.9,44.0,3.075,5734,-64,9,2
5349,23.9,44.0,3.075,5735,-67,9,3
5350,23.9,43.8,3.075,5736,-66,9,3
5351,23.9,43.8,3.075,5737,-74,10,1
5352,23.9,43.7,3.075,5738,-75,9,2
5353,23.9,44.0,3.075,5739,-64,10,2
5354,23.9,44.0,3.075,5740,-70,11,2
5355,23.9,43.8,3.075,5741,-73,9,1
5356,23.9,43.8,3.075,5742,-75,9,1
5357,23.9,43.6,3.075,5743,-78,9,2
5358,23.9,43.5,3.075,5744,-80,9,1
5359,23.9,43.3,3.075,5745,-63,9,1
5360,23.9,43.6,3.075,5746,-74,10,1
5361,23.9,43.5,3.075,5747,-81,8,1
5362,23.9,43.3,3.075,5748,-64,9,2
5363,23.9,43.5,3.075,5749,-83,9,1
5364,23.9,43.6,3.075,5750,-83,8,2
5365,23.9,43.7,3.075,5751,-69,10,2
5366,23.9,44.0,3.075,5752,-65,9,2
5367,23.9,44.0,3.075,5753,-68,9,2
5368,23.9,43.6,3.071,5754,-81,8,2
5369,23.9,43.2,3.075,5755,-65,9,3
5370,23.9,43.3,3.075,5756,-73,9,2
5371,23.9,43.7,3.075,5757,-68,10,2
5372,23.9,43.7,3.075,5758,-66,9,3
5373,23.9,43.2,3.075,5759,-76,9,2
5374,23.9,43.1,3.075,5760,-65,9,3
5375,23.9,43.0,3.075,5761,-75,8,1
5376,23.9,43.2,3.075,5762,-68,10,3
5377,23.9,43.1,3.075,5763,-69,9,3
5378,23.9,43.1,3.071,5764,-74,9,2
5379,23.8,42.9,3.075,5765,-65,10,3
5380,23.9,43.0,3.075,5766,-69,9,3
5381,23.9,43.0,3.075,5767,-66,9,3
5382,23.9,43.4,3.075,5768,-75,9,3
5383,23.9,42.8,3.075,5769,-69,9,1
5384,23.8,41.9,3.075,5770,-80,9,3
5385,23.8,42.0,3.075,5771,-76,9,2
5386,23.8,42.1,3.075,5772,-69,10,3
5387,23.8,42.6,3.075,5773,-68,9,3
5388,23.8,43.2,3.075,5774,-81,9,2
5389,23.8,43.5,3.075,5775,-79,9,3
5390,23.9,43.4,3.075,5776,-76,9,2
5391,23.9,43.5,3.075,5777,-68,9,3
5392,23.9,43.6,3.075,5778,-66,10,2
5393,23.9,43.7,3.075,5779,-74,9,1
5394,23.9,43.8,3.075,5780,-67,9,2
5395,23.9,43.7,3.075,5781,-77,9,2
5396,23.9,43.8,3.075,5782,-66,9,3
5397,23.9,43.8,3.075,5783,-67,9,2
5398,23.9,43.8,3.075,5784,-67,10,2
5399,23.9,43.7,3.075,5785,-68,9,3
5400,23.9,43.8,3.075,5786,-66,10,3
5401,23.9,43.8,3.075,5787,-67,9,3
5402,24.0,43.8,3.075,5788,-67,9,3
5403,24.0,43.8,3.075,5789,-82,9,1
5404,23.9,43.8,3.075,5790,-66,9,3
5405,24.0,43.8,3.075,5791,-82,9,3
5406,24.0,43.8,3.075,5792,-66,9,3
5407,24.0,43.8,3.075,5793,-67,9,3
5408,24.0,43.8,3.075,5794,-69,10,2
5409,24.0,43.7,3.075,5795,-66,9,1
5410,24.0,43.8,3.075,5796,-68,10,2
5411,24.0,43.8,3.075,5797,-66,9,2
5412,24.0,43.8,3.071,5798,-66,10,3
5413,24.0,43.8,3.075,5799,-67,9,2
5414,24.0,43.8,3.075,5800,-66,10,2
5415,24.0,43.8,3.075,5801,-75,9,3
5416,24.0,43.7,3.071,5802,-66,9,2
5417,24.0,43.8,3.075,5803,-66,9,3
5418,24.0,43.7,3.075,5804,-81,9,2
5419,24.0,43.8,3.075,5805,-67,9,2
5420,24.0,43.7,3.075,5806,-82,9,2
5421,24.1,43.8,3.075,5807,-66,10,3
5422,24.1,43.8,3.075,5808,-66,9,3
5423,24.1,43.8,3.075,5809,-67,9,3
5424,24.1,43.7,3.075,5810,-75,9,2
5425,24.1,43.8,3.075,5811,-68,9,2
5426,24.0,43.7,3.075,5812,-66,10,2
5427,24.1,43.7,3.075,5813,-68,9,2
5428,24.1,43.7,3.075,5814,-77,8,1
5429,24.1,43.7,3.071,5815,-67,10,2
5430,24.1,43.7,3.075,5816,-66,11,2
5431,24.1,43.7,3.075,5817,-66,9,2
5432,24.1,43.6,3.075,5818,-69,9,3
5433,24.1,43.7,3.071,5819,-84,9,2
5434,24.1,43.6,3.075,5820,-76,9,2
5435,24.1,43.6,3.075,5821,-77,9,2
5436,24.1,43.5,3.075,5822,-66,10,2
5437,24.1,43.6,3.075,5823,-80,9,1
5438,24.1,43.7,3.075,5824,-75,9,3
5439,24.1,43.8,3.075,5825,-79,9,1
5440,24.1,43.8,3.075,5826,-66,10,3
5441,24.1,43.8,3.075,5827,-82,8,2
5442,24.1,43.8,3.075,5828,-67,10,2
5443,24.1,43.8,3.075,5829,-69,9,2
5444,24.1,43.9,3.075,5830,-67,9,1
5445,24.1,43.8,3.075,5831,-66,9,2
5446,24.0,43.8,3.075,5832,-67,10,1
5447,24.1,43.8,3.075,5833,-75,9,2
5448,24.1,43.9,3.075,5834,-78,9,1
5449,24.1,43.8,3.075,5835,-63,9,1
5450,24.1,43.9,3.075,5836,-64,9,3
5451,24.1,43.8,3.075,5838,-65,9,3
5452,24.1,43.8,3.075,5839,-67,9,3
5453,24.1,43.8,3.075,5840,-77,9,2
5454,24.1,43.7,3.075,5841,-64,10,3
5455,24.1,43.8,3.071,5842,-64,9,3
5456,24.1,43.8,3.075,5843,-75,8,3
5457,24.1,43.7,3.075,5844,-76,9,2
5458,24.1,43.8,3.075,5845,-65,9,2
5459,24.1,43.8,3.075,5846,-80,8,3
5460,24.1,43.8,3.075,5847,-65,9,3
5461,24.1,43.8,3.075,5848,-67,9,3
5462,24.1,43.7,3.075,5849,-76,9,2
5463,24.1,43.7,3.075,5850,-64,9,3
5464,24.1,43.8,3.071,5851,-82,9,2
5465,24.1,43.7,3.075,5852,-64,10,3
5466,24.1,43.8,3.075,5853,-73,9,3
5467,24.1,43.6,3.075,5854,-84,8,2
5468,24.1,43.6,3.075,5855,-64,9,2
5469,24.1,43.7,3.075,5856,-76,9,2
5470,24.1,43.7,3.075,5857,-64,10,2
5471,24.1,43.7,3.075,5858,-67,10,2
5472,24.1,43.7,3.075,5859,-63,9,3
